Experiment,V,Cr,Fe,Co,Ni,Cu,Mg,S,Se,P,blank,Volt,Time,Overpotential V at 10.0 mA/cm2,Overpotential V at 20.0 mA/cm2,Overpotential V at 30.0 mA/cm2,Overpotential V at 40.0 mA/cm2,Overpotential V at 50.0 mA cm-2
exp942,0,0,4,1,42,5,0,5,0,13,13,-1.0,30,-0.5447,-0.5727,-0.5907,-0.6047,-0.6167
exp943,0,5,0,1,46,0,0,0,5,13,13,-1.0,180,-0.7317,-0.7527,-0.7677,-0.7787,-0.8657
exp944,0,0,0,11,46,0,0,0,0,13,13,-1.0,74,-0.2667,-0.2837,-0.2957,-0.3057,-0.3157
exp945,0,0,0,11,46,0,0,0,0,13,13,-1.0,74,-0.2667,-0.2837,-0.2957,-0.3057,-0.3157
exp946,0,0,0,1,52,3,0,0,0,14,14,-1.5,30,-0.2937,-0.3317,-0.3617,-0.3867,-0.4087
exp947,0,5,0,1,51,0,0,0,0,13,13,-1.0,79,-0.5987,-0.6557,-0.6947,-0.7247,-0.7497
exp948,4,5,0,1,42,5,0,0,0,13,13,-1.5,30,-0.2847,-0.2997,-0.3117,-0.3207,-0.3287
exp949,0,5,5,1,42,0,0,0,4,13,13,-1.0,30,-0.5987,-0.6737,-0.7217,-0.7587,-0.7887
exp950,0,0,5,1,42,0,0,0,0,22,22,-1.5,30,-0.2857,-0.3117,-0.3357,-0.3567,-0.3717
exp951,0,0,0,11,42,4,0,0,0,13,13,-1.5,180,-0.3087,-0.3727,-0.4277,-0.4727,-0.5247
exp952,4,5,0,1,42,0,0,0,5,13,13,-1.0,30,-0.7137,-0.7657,-0.7947,-0.8157,-0.8337
exp953,0,0,0,5,52,0,0,0,0,13,13,-1.5,30,-0.2737,-0.2907,-0.3077,-0.3227,-0.3377
exp954,5,0,0,1,42,5,0,0,0,17,17,-1.3,180,-0.1607,-0.2477,-0.2627,-0.2697,-0.2747
exp955,0,0,0,1,51,0,5,0,0,13,13,-1.0,141,-0.2927,-0.3137,-0.3287,-0.3407,-0.3517
exp956,0,0,4,1,52,0,0,0,0,13,13,-1.0,30,-0.3587,-0.3797,-0.3937,-0.4057,-0.4157
exp957,0,0,4,1,42,5,0,5,0,13,13,-1.0,180,-0.3327,-0.3707,-0.3967,-0.4167,-0.4347
exp958,0,0,0,1,42,0,0,1,3,23,23,-1.0,30,-0.5167,-0.5777,-0.6077,-0.6277,-0.6427
exp959,5,0,0,10,42,0,0,0,0,13,13,-1.5,30,-0.2867,-0.3037,-0.3167,-0.3277,-0.3377
exp960,0,0,0,1,52,0,0,0,0,17,17,-1.0,30,-0.3457,-0.3687,-0.3867,-0.4017,-0.4147
exp961,0,0,0,1,51,0,0,0,5,13,13,-1.5,30,-0.4097,-0.4557,-0.4927,-0.5237,-0.5517
exp962,0,0,0,1,52,0,0,4,0,13,13,-1.5,180,-0.3027,-0.3467,-0.3767,-0.3997,-0.4197
exp963,0,5,0,1,46,0,0,5,0,13,13,-1.4,180,-0.3297,-0.3667,-0.3967,-0.4257,-0.4507
exp964,0,0,0,1,42,0,5,0,5,17,17,-1.0,180,-0.3047,-0.3487,-0.3817,-0.4097,-0.4347
exp965,0,0,0,1,42,0,5,5,4,13,13,-1.5,30,-0.6597,-0.7007,-0.7257,-0.7437,-0.7577
exp966,0,4,0,1,52,0,0,0,0,13,13,-1.0,30,-0.3457,-0.3677,-0.3837,-0.3967,-0.4087
exp967,0,0,0,1,52,0,0,0,0,17,17,-1.0,30,-0.3317,-0.3507,-0.3647,-0.3767,-0.3867
exp968,0,0,0,1,51,0,0,5,0,13,13,-1.0,180,-0.3857,-0.4377,-0.4707,-0.4967,-0.5177
exp969,5,0,0,5,42,0,5,0,0,13,13,-1.5,30,-0.3307,-0.3517,-0.3657,-0.3787,-0.3897
exp970,4,0,0,1,42,0,0,0,0,23,23,-1.5,142,-0.4267,-0.4547,-0.4737,-0.4897,-0.5037
exp971,0,0,0,5,52,0,0,0,0,13,13,-1.0,30,-0.3127,-0.3307,-0.3427,-0.3527,-0.3617
exp972,0,0,0,1,46,0,0,0,0,23,23,-1.3,30,-0.3647,-0.3897,-0.4067,-0.4207,-0.4327
exp973,5,0,2,1,42,2,0,0,5,13,13,-1.5,30,-0.7687,-0.7917,-0.8077,-0.8197,-0.8307
exp974,5,0,5,1,46,0,0,0,0,13,13,-1.5,180,-0.5407,-0.5837,-0.6147,-0.6407,-0.6607
exp975,4,0,0,1,52,0,0,0,0,13,13,-1.0,180,-0.7327,-0.7697,-0.7957,-0.8177,-0.8357
exp976,0,0,0,11,42,0,4,0,0,13,13,-1.0,30,-0.2927,-0.3107,-0.3227,-0.3327,-0.3407
exp977,0,0,5,1,42,0,0,5,4,13,13,-1.5,30,-0.7617,-0.7857,-0.8017,-0.8147,-0.8257
exp978,0,4,0,1,52,0,0,0,0,13,13,-1.5,114,-0.3267,-0.3477,-0.3617,-0.3737,-0.3837
