Experiment,V,Cr,Mg,Fe,Co,Ni,Cu,S,Se,P,blank,Volt,Time,Tafel Slope (mV/dec),Exchange Current Density (mA/cm²),R²,Overpotential @ 50 mA,Cdl mF cm-2
exp811,0,20,0,15,27,0,0,0,0,8,8,-1.5,78,158.56037583432732,175.40004495644598,0.2894143654310604,-0.3447,115.2720783125651
exp812,0,20,0,23,22,0,0,0,5,0,0,-1.0,30,210.4976223214593,0.0196321484585586,0.9990221734424756,-0.6947,2.2619973149493
exp813,0,30,0,15,17,0,0,0,0,8,8,-1.3,180,130.86249052065978,527.4642346252131,0.3175999260588347,-0.3357,162.2195237301208
exp814,0,20,0,18,27,0,0,0,5,0,0,-1.3,180,135.29015871437153,0.0004321790769023,0.9998630241465752,-0.7027,5.3195930893150996
exp815,0,20,0,15,23,0,5,0,0,7,7,-1.5,180,121.696278997891,753.2153191763019,0.2814291871735285,-0.2867,196.7783843427452
exp816,5,20,0,25,17,0,0,0,0,3,3,-1.5,136,52.062513388558315,585149.5738924914,0.1052964632281843,-0.1797,147.4632936469693
exp817,5,20,0,18,27,0,0,0,0,0,0,-1.5,180,48.1572792209416,518026.8604561449,0.0798065875523311,-0.1687,139.8719229713868
exp818,5,30,0,15,20,0,0,0,0,0,0,-1.5,30,365.9593692823344,2.787868043532675,0.3443382778294327,-0.3957,46.3740926325885
exp819,0,20,0,15,27,0,5,3,0,0,0,-1.5,180,294.2821995547113,0.7056873974750543,0.4540437663964686,-0.4587,27.855020758544
exp820,5,20,0,25,17,0,0,0,0,3,3,-1.0,30,90.3339803592349,2.0893134758317892e-05,0.9975467980805752,-0.5767,2.84515017448
exp821,5,20,0,25,20,0,0,0,0,0,0,-1.5,180,43.04891477986245,4444728.853272228,0.0790347223752104,-0.1757,138.99464824164738
exp822,0,20,0,25,25,0,0,0,0,0,0,-1.5,30,57.298287392981955,4260.453654505951,0.0112296709966956,-0.3947,58.5149388372559
exp823,0,20,0,25,21,0,4,0,0,0,0,-1.5,180,19.828077918184487,1411575709.801711,0.0012195254124013,-0.4147,34.0245527744242
exp824,0,30,0,15,17,0,0,0,0,0,8,-1.0,30,127.3057365092616,5.766996969045127e-05,0.9968604114056652,-0.7997,0.0759576355988704
exp825,0,23,0,25,17,0,5,0,0,0,0,-1.1,86,123.56084441011208,7.901312018671915e-05,0.9963921438705252,-0.7477,0.0974739521786543
exp826,5,21,0,15,22,0,0,1,5,0,1,-1.4,180,139.3257602249425,348.0290500493332,0.1590625434519621,-0.3487,138.8641186308226
exp827,0,20,0,15,27,5,0,0,0,3,3,-1.5,180,202.92016378282528,84.6577646764452,0.3113103948312879,-0.3627,112.6079269076425
exp828,5,30,0,15,20,0,0,0,0,0,0,-1.5,180,56.57483571352806,123400.61774232631,0.1048845622932712,-0.1867,135.1623314211092
exp829,5,20,0,15,22,0,0,0,0,8,8,-1.5,180,41.76890421511906,4296748.55323174,0.0773625699527753,-0.1527,129.1173319784441
exp830,0,20,0,15,27,0,0,0,0,8,8,-1.4,180,101.04800859230724,1312.166848118583,0.2195582787328984,0.0053,75.2946790060345
exp831,0,30,0,15,17,3,5,0,0,0,0,-1.4,140,132.18222795345696,468.8360838414146,0.2509539347232858,-0.3537,130.9716753267389
exp832,0,26,0,15,21,0,0,0,0,8,8,-1.5,180,84.15986677911222,4748.815449371281,0.1931888484926879,-0.1867,154.5368953591835
exp833,0,20,0,15,27,0,0,0,0,8,8,-1.5,180,93.75956247549458,2108.6531417760116,0.2010079375056945,-0.2487,120.7825348100068
exp834,5,28,5,15,17,0,0,0,0,0,0,-1.5,30,241.11783562485817,1.7997239566658003,0.118333244407443,-0.4027,55.9439223668434
exp835,5,20,0,25,17,0,0,0,0,3,3,-1.5,37,134.43564395884755,202.2101994302189,0.0436631764272318,-0.3917,71.4942282297323
exp836,0,20,0,25,17,0,0,0,0,8,8,-1.5,136,54.31353404687068,376548.46955932706,0.1128367882120861,-0.1637,139.03926432060902
exp837,0,20,0,24,17,0,0,1,0,8,8,-1.5,135,173.67239173524263,175.25851526247047,0.2312539161427072,-0.3427,118.6319113994552
exp838,0,23,5,15,23,0,0,0,0,4,4,-1.5,180,40.87107243263362,4891017.458101024,0.0871711974027534,-0.1467,99.9610770376078
exp839,0,20,3,22,17,0,0,0,0,8,8,-1.5,180,31.90700868516168,601364634.0692364,0.0613250885894024,-0.1377,88.3908907382328
exp840,1,24,0,15,17,5,0,0,0,8,8,-1.5,180,246.2465813930785,43.17539914011864,0.4788136676453096,-0.1887,21.1453954631746
exp841,5,20,0,25,17,0,0,0,0,3,3,-1.5,30,59.35981564168694,7068.3882191274415,0.0073077103285637,-0.4057,68.0832729291395
exp842,0,20,5,15,22,0,5,0,0,3,3,-1.5,65,102.71290027135414,0.0010593513682813,0.9871314694143704,-0.4887,11.5558456752109
exp843,5,30,0,15,17,0,0,0,0,3,3,-1.5,180,46.36888009896399,1843588.3342573943,0.0817727663404512,0.0003,142.06238797981118
exp844,2,20,0,15,27,0,0,0,0,6,6,-1.5,113,,,,-0.1417,158.2689480768589
exp845,2,20,5,16,27,0,0,0,0,0,0,-1.5,180,84.59280072554797,0.0005475475876442,0.995498169654281,-0.4277,16.986373923048003
exp846,0,30,5,18,17,0,0,0,0,0,0,-1.5,180,210.5831443237072,0.2307422274705739,0.5230522357400623,-0.4367,29.4174199606464
exp847,5,20,0,25,17,0,0,0,0,0,3,-1.5,140,77.17627623380956,19105.14509395186,0.1387348509105086,-0.2127,114.00241900350308
exp848,0,30,0,15,18,0,0,0,0,7,7,-1.3,180,341.4589785094639,2.8798582639277543,0.2589705741088306,-0.3987,49.17271711652299
exp849,5,28,0,15,17,5,0,0,0,0,0,-1.0,180,135.00440301892988,0.0005433180746631,0.9947559307928034,-0.7267,0.1752792486608
exp850,3,20,0,15,24,0,0,0,0,8,8,-1.5,180,150.38575236312613,307.6701934714059,0.275030032701217,-0.3117,118.1746915371664
exp851,0,28,0,15,19,0,0,0,0,8,8,-1.5,180,255.34469773137107,60.03983865905678,0.3192303614216515,-0.3987,81.8285925462459
exp852,5,21,0,15,19,0,5,5,0,0,0,-1.5,180,31.791197464779188,5.787068363421167e-05,0.0031774513834863,-0.4147,48.3809661835431
exp853,0,20,5,15,17,5,0,0,0,8,8,-1.5,180,204.21639274917337,93.68968855049812,0.1802693776122179,-0.3877,69.55443071252739
exp854,5,23,0,25,17,0,0,0,0,0,0,-1.0,97,108.473028379629,1.0706064185497795e-05,0.9962481831501168,-0.7547,0.1250761858657
exp855,0,30,0,15,25,0,0,0,0,0,0,-1.5,180,154.4415282347645,263.9022041689624,0.2730293438049398,-0.3647,118.5958857694222
exp856,0,22,0,15,21,0,0,0,0,2,12,-1.5,180,97.12116889138342,386.7757288863479,0.0310990656203778,-0.3877,43.4832193867703
exp857,1,20,0,25,19,0,0,5,0,0,0,-1.5,139,65.96809371342725,10224.479413716545,0.0310288723383134,-0.3857,62.982874729368795
exp858,0,20,0,16,26,0,0,0,0,8,8,-1.5,180,115.81799341448594,314.65584469205646,0.0439855774675542,-0.4107,96.3453661261585
exp859,0,0,0,20,0,46,4,0,0,0,0,-1.5,30,293.6668789653604,1.5794961048458072,0.5327832153605755,-0.3547,27.2374723744839
exp860,0,0,0,20,20,10,0,0,0,0,20,-1.0,180,120.09199685536085,0.0002318603666421,0.9992188540365744,-0.6657,2.5032980519345
exp861,0,0,3,20,20,27,0,0,0,0,0,-1.5,180,72.91026806450421,730.18469607997,0.0252707009309198,-0.3387,117.6301113305632
exp862,0,0,0,0,0,41,11,0,0,0,18,-1.5,89,168.48422352178707,0.7098910553458513,0.6695618981169533,-0.2927,44.1695410964368
exp863,0,0,0,0,20,10,0,20,0,0,20,-1.5,180,97.057021237963,0.0265512574511603,0.9875319347422388,-0.3287,24.758031898165203
exp864,0,13,0,0,20,11,27,0,0,0,-1,-1.5,30,134.5898952219658,0.0055017018187225,0.9995365355566336,-0.5397,2.6954984051917
exp865,0,0,20,0,0,29,21,0,0,0,0,-1.4,122,132.1330467979017,0.0559066499838851,0.9996340058121764,-0.3937,53.576995069301994
exp866,0,0,0,0,0,41,20,10,0,0,-1,-1.5,30,133.66167786007574,0.0499453530581917,0.9905599109132974,-0.4067,10.7613186708404
exp867,0,0,9,0,0,28,0,0,0,33,33,-1.3,101,250.1058963723042,1.301024819211037,0.5886986874301148,-0.3377,37.0236891874445
exp868,0,0,20,0,5,45,0,0,0,0,0,-1.5,55,123.39928309592612,0.000563817271901,0.9979177108081168,-0.6427,0.3305695083058
exp869,5,0,0,0,0,11,35,0,0,0,19,-1.2,53,127.64967693789843,0.0058889891487938,0.9923900204991768,-0.5047,1.5536819762328
exp870,0,0,0,0,20,17,0,9,0,0,24,-1.5,180,304.3296175842005,2.7982316243716294,0.759270819703839,-0.2877,58.7759609843367
exp871,0,0,0,0,0,10,33,0,0,0,27,-1.4,86,103.22408951423768,0.0032743019543825,0.9945810118640868,-0.4507,3.1342193234804
exp872,20,0,20,0,0,10,20,0,0,0,0,-1.5,126,132.3779467244328,0.0008863208908134,0.9968477187985392,-0.6397,2.0178349637874
exp873,0,0,0,0,0,23,0,20,0,27,27,-1.3,180,100.55693923075911,0.0555928030068649,0.9890067409869624,-0.3017,14.2427418761229
exp874,0,0,0,20,20,10,0,20,0,0,0,-1.5,180,119.4830843688697,0.6586977476115109,0.0964157523527805,-0.3327,59.8249009156596
exp875,0,0,0,0,0,39,0,0,0,0,31,-1.5,180,118.14154001516351,0.0066946825738861,0.9963883218984534,-0.4587,10.560855933378
exp876,0,0,7,0,20,12,4,0,0,0,27,-1.5,180,255.93831681391953,2.292364644951307,0.3141811763816896,-0.3567,76.9863301027159
exp877,0,0,0,20,0,24,0,20,0,6,6,-1.5,180,60.48582533066379,0.0021569883540803,0.031506792054366,-0.2517,55.2908031944146
exp878,0,15,0,0,0,10,35,10,0,0,0,-1.3,30,99.1701787629491,4.756311276536306e-05,0.9989729692498232,-0.5967,4.9286148116949
exp879,0,0,0,0,0,35,35,0,0,0,0,-1.5,30,110.9566319522851,0.0007321772780676,0.9969751499496436,-0.5417,1.4986907147585
exp880,0,0,0,0,14,11,15,0,0,30,30,-1.2,157,291.5375930641171,3.222105658511766,0.6086981595767433,-0.2637,40.142857682698995
exp881,0,0,20,0,3,10,16,5,0,16,16,-1.2,180,124.49961473411494,0.0278106308805127,0.9939201038599872,-0.4137,7.997809952758599
exp882,0,0,0,0,20,10,0,7,0,0,33,-1.5,102,84.21738580634734,0.0118516516661195,0.9905776601353335,-0.3127,26.074090482534803
exp883,0,0,0,0,6,37,0,0,0,27,27,-1.5,38,92.06074102317224,0.0042536767848639,0.9973845296944992,-0.3757,6.6536272332805
exp884,20,0,0,0,20,30,0,0,0,0,0,-1.3,176,97.40672389397248,7.113790777519274e-06,0.9951279266185848,-0.7037,0.1670033910146
exp885,0,0,0,20,0,30,0,20,0,0,0,-1.4,180,75.74526488621221,0.0080110385044319,0.052202075391895,-0.3877,56.884343226012
exp886,0,0,20,20,20,10,0,0,0,0,0,-1.4,167,199.5153005758924,84.29926437198993,0.2511163822834099,-0.3497,110.2277576591422
exp887,0,0,0,20,18,10,1,20,0,0,1,-1.5,180,97.03737603069496,0.3867076379576817,0.0525695951260582,-0.3407,65.0155368080069
exp888,0,0,0,0,0,27,0,0,0,0,43,-1.5,180,121.75076231621506,0.0076586726218266,0.9974360714551176,-0.4707,7.7306567570647
exp889,0,0,15,0,19,17,17,0,0,0,2,-1.5,180,334.1259711024689,1.881928892850638,0.5662030415765474,-0.3887,37.7132490442282
exp890,0,0,0,20,0,17,4,20,0,8,9,-1.5,180,42.467981332691714,640694.4903205776,0.0171935879725863,-0.2757,67.8734118788461
exp891,0,0,0,0,6,47,0,0,0,18,17,-1.2,180,138.91847200359206,1.8348685317987232,0.1465594575736921,-0.2387,52.9955781134354
exp892,0,0,0,0,15,10,8,0,0,0,37,-1.2,30,96.00215518039164,0.0019767226295573,0.994966092089592,-0.4367,5.4290068341188995
exp893,0,0,0,0,20,18,12,20,0,0,0,-1.5,113,180.66849638162176,0.6687720294865899,0.4979111176363343,-0.2967,46.9254095596673
exp894,0,0,0,3,15,27,0,0,0,24,25,-1.5,180,99.39158554190652,186.31235995338227,0.056298862049454,-0.2817,112.2525255673439
exp895,0,0,0,0,0,41,9,20,0,0,0,-1.5,180,130.12466311001546,1.831394621910898,0.091693535739672,-0.2367,73.2818717155147
exp896,0,0,0,20,19,10,0,20,0,1,1,-1.5,180,25.73034537695408,1821810.917702985,0.0050970161150989,-0.3347,85.519519619998
exp897,0,0,20,0,0,19,31,0,0,0,0,-1.4,111,91.1564285851033,0.0005832064145664,0.999013178436326,-0.4597,4.5496441731612
exp898,0,0,0,0,11,31,0,2,0,26,26,-1.4,30,103.38632690003202,0.0255849393633641,0.995229350401486,-0.3497,6.7648260733717
exp899,0,0,0,0,0,30,0,0,0,40,40,-1.5,180,75.24252142359597,0.0068853837636752,0.9925980157716182,-0.2937,17.482446125196198
exp900,0,20,0,0,13,28,3,0,0,6,6,-1.4,93,86.52908010494764,0.0068314321621264,0.9922886921014816,-0.3377,7.214371047736201
exp901,0,0,0,20,15,32,0,0,0,3,3,-1.5,118,156.90586053259793,75.23387717464807,0.174997318931714,-0.3017,160.0944546444872
exp902,0,0,0,20,5,24,0,20,0,1,1,-1.5,100,38.542462372480216,160409.96633456132,0.009943882312633,-0.3517,79.2375503829942
exp903,0,0,0,5,14,29,0,0,0,22,22,-1.5,180,83.74896774815954,0.0103259283148988,0.9955701704015848,-0.3127,19.9261105466297
exp904,0,0,20,0,0,10,1,0,0,39,39,-1.2,180,115.69672532518354,0.0014452674286998,0.9965098682750154,-0.5307,0.5030775143126
exp905,0,0,0,0,0,37,0,0,0,33,33,-1.5,180,245.6745423977844,2.716390790719425,0.5288625893939016,-0.2567,54.5772425275824
exp906,1,20,0,0,20,10,0,0,0,19,19,-1.0,30,107.91011393969292,0.0001023245497786,0.994546201943276,-0.6807,0.1945147467945999
exp907,0,0,0,0,20,12,0,0,0,0,38,-1.5,180,80.53072300215557,0.3044321617775817,0.0313510437853921,-0.3297,110.72564289814328
exp908,0,0,0,0,0,33,17,0,0,21,20,-1.5,180,166.05922451128237,2.136101598303831,0.1940566525524218,-0.2537,59.1340570128256
exp909,0,0,0,0,20,21,0,0,0,0,29,-1.5,94,307.25142778199717,2.7412351897093874,0.5056517452465258,-0.3447,59.9824126744402
exp910,0,0,0,0,20,23,3,0,0,21,24,-1.1,180,181.86995217548724,2.1018253851235715,0.26427682175411,-0.2647,61.4852565547654
exp911,0,20,0,0,20,10,0,0,0,0,20,-1.4,30,97.46487106694538,1.3058421212196267e-05,0.993368240795707,-0.6977,0.1599840538118
exp912,0,0,0,0,0,13,14,9,0,34,34,-1.2,30,170.84568760168656,0.0355659031395781,0.994323046719326,-0.5397,2.4925443471142
exp913,0,13,0,0,3,32,0,0,0,21,22,-1.5,143,91.50813062062448,0.0020346331582193,0.9980632428336086,-0.4007,2.8110260177109
exp914,0,0,0,0,20,10,9,0,0,0,31,-1.5,154,188.6955603990847,1.7109622123980246,0.1801475645169009,-0.3367,83.4899491987164
exp915,0,10,0,0,0,10,35,15,0,0,0,-1.1,139,137.98218887433006,0.0069530983468954,0.9926973125991874,-0.5407,10.6207739529515
exp916,0,0,12,0,2,32,12,0,0,11,12,-1.2,153,93.92998917019511,0.0135932645521379,0.9938223782035188,-0.3407,26.7255494376759
exp917,0,0,0,0,0,37,12,0,0,21,21,-1.3,90,279.2868955600399,2.067370191766235,0.6174574662025961,-0.2877,26.7815691115257
exp918,0,0,0,0,0,39,11,0,0,10,20,-1.3,30,80.91370767171583,0.0060032748230244,0.9941428366032136,-0.3157,12.8378659168749
exp919,5,0,5,0,1,46,0,0,0,13,13,-1.0,180,105.71953143479766,0.0307085375438473,0.9944801247063816,-0.7327,6.6440990690321
exp920,4,0,0,0,1,42,0,0,0,23,23,-1.5,180,124.89649247804466,0.0001022415282216,0.997408268732868,-0.3457,0.1382529127108
exp921,0,0,0,0,1,46,0,5,5,13,13,-1.5,180,78.88122343103977,0.0024368983589442,0.9973460242797616,-0.3017,8.2400105166626
exp922,0,0,4,0,1,52,0,0,0,13,13,-1.0,30,91.54809693537058,0.0276121282540846,0.9862857507220564,-0.4377,24.4539770274992
exp923,0,0,5,0,5,42,5,0,0,13,13,-1.5,30,86.70998893178911,0.0005490450191472,0.9982640691332214,-0.2927,1.9709503733282
exp924,0,0,0,0,5,52,0,0,0,13,13,-1.0,180,81.89364830796296,0.0113198886623292,0.987566144229695,-0.2957,8.3936936479944
exp925,0,4,0,0,1,42,5,5,0,13,13,-1.4,30,71.34632958209009,0.0038068691212192,0.9929095934094344,-0.3247,14.2331974352344
exp926,5,0,0,0,5,42,0,5,0,13,13,-1.5,30,98.2826257573348,0.0314180953261205,0.993555118549676,-0.3787,9.6438766008198
exp927,0,0,0,0,1,42,5,0,0,22,22,-1.5,30,108.96735086016449,0.0165850681946819,0.9949872129862988,-0.3017,4.0465797977141005
exp928,0,0,0,0,1,52,4,0,0,13,13,-1.0,180,87.2461710056464,0.0159853708584926,0.9896009075020686,-0.3127,3.5115360745309
exp929,5,5,4,0,1,42,0,0,0,13,13,-1.5,180,78.2072115815721,0.0054996690570243,0.9940620154759268,-0.3547,11.9556668705324
exp930,0,0,0,5,1,51,0,0,0,13,13,-1.0,180,77.57031967109796,0.0016964549168236,0.9985876163199352,-0.3317,5.5626723205058
exp931,0,0,0,0,1,52,4,0,0,13,13,-1.5,180,71.4467094601637,0.0011898047094575,0.9965795234583248,-0.2707,19.1675757147542
exp932,4,0,0,0,1,52,0,0,0,13,13,-1.5,30,70.94248601043851,0.0086745006121567,0.9892608814826618,-0.4067,27.8056012622447
exp933,0,0,4,0,11,42,0,0,0,13,13,-1.0,91,83.79514031344264,0.0007141894715067,0.9957471616013864,-0.2967,1.3731780165337
exp934,0,0,5,0,7,42,0,3,0,13,13,-1.0,30,71.00086326728372,0.0033277864738582,0.992478596924215,-0.5827,9.3509699626444
exp935,0,0,0,0,11,42,2,0,2,13,13,-1.0,180,106.74382940646016,0.0002360289233554,0.9973109277789948,-0.5097,0.3031403133879
exp936,4,0,0,0,1,52,0,0,0,13,13,-1.5,30,157.86299348922793,0.0296518808825554,0.9950017388436566,-0.4087,8.0061268637081
exp937,0,0,4,0,11,42,0,0,0,13,13,-1.0,151,80.47267442205425,0.0004037236371816,0.9981444403308084,-0.2867,1.2790232600972
exp938,0,0,4,0,1,52,0,0,0,13,13,-1.0,180,71.90459500689208,0.0057186259333459,0.9917233743497436,-0.3367,13.0843514871302
exp939,3,0,0,0,2,42,5,0,5,13,13,-1.0,30,83.64289121653036,0.0055930569341254,0.9939050757139452,-0.7637,7.513199760551401
exp940,0,0,0,0,1,52,4,0,0,13,13,-1.5,180,134.0109986855587,0.0002274733999522,0.9938187655098782,-0.3707,0.1261714861892
exp941,0,0,0,0,11,42,0,0,4,13,13,-1.5,180,82.60243074103624,0.001627282309936,0.9965716122570866,-0.4717,2.8562965984549997
exp942,0,0,0,4,1,42,5,5,0,13,13,-1.0,30,128.8472261966243,0.0090714937663398,0.9954420881436564,-0.6167,4.1689623172009
exp943,0,5,0,0,1,46,0,0,5,13,13,-1.0,180,102.68766010992992,6.852560946168729e-05,0.9982164388287538,-0.8657,0.7328519486286
exp944,0,0,0,0,11,46,0,0,0,13,13,-1.0,74,112.12896050034236,1.177491556687883e-05,0.9963690986047188,-0.3157,0.1356511912631
exp945,0,0,0,0,11,46,0,0,0,13,13,-1.0,74,67.69455482665006,0.0012278872271542,0.9961861961169556,-0.3157,9.5822947469275
exp946,0,0,0,0,1,52,3,0,0,14,14,-1.5,30,119.32934489917658,0.025720579541707,0.984076814214158,-0.4087,2.9231247751466003
exp947,0,5,0,0,1,51,0,0,0,13,13,-1.0,79,170.38907086818037,0.0026920729949616,0.9952880912462208,-0.7497,0.147393231754
exp948,4,5,0,0,1,42,5,0,0,13,13,-1.5,30,70.69115964485903,0.0014077694933639,0.9957993388252904,-0.3287,11.7665196532503
exp949,0,5,0,5,1,42,0,0,4,13,13,-1.0,30,188.54989925550996,0.0060386870686119,0.9915983658290104,-0.7887,0.1461018793007
exp950,0,0,0,5,1,42,0,0,0,22,22,-1.5,30,100.44455892403974,0.0120991393461367,0.9906894541921788,-0.3717,5.61455058414
exp951,0,0,0,0,11,42,4,0,0,13,13,-1.5,180,237.59457608856465,0.370970838654408,0.9808395105366567,-0.5247,4.3610319147828
exp952,4,5,0,0,1,42,0,0,5,13,13,-1.0,30,169.03137036369492,0.0009470315097274,0.997760931280506,-0.8337,0.1097595872351
exp953,0,0,0,0,5,52,0,0,0,13,13,-1.5,30,82.50900966021244,0.0045686038863467,0.9923525409132452,-0.3377,5.1401347228892
exp954,5,0,0,0,1,42,5,0,0,17,17,-1.3,180,50.6524158881406,1531.1623184377368,0.0117614828444758,-0.2747,82.1504594867009
exp955,0,0,5,0,1,51,0,0,0,13,13,-1.0,141,75.66064159204586,0.0013097839590138,0.9969098227699856,-0.3517,5.7725710783487
exp956,0,0,0,4,1,52,0,0,0,13,13,-1.0,30,75.83430748979058,0.0001521763326919,0.9978516906739248,-0.4157,2.2732132763478003
exp957,0,0,0,4,1,42,5,5,0,13,13,-1.0,180,126.64839050218302,0.0189138455645257,0.9971335184856592,-0.4347,5.1164463339043005
exp958,0,0,0,0,1,42,0,1,3,23,23,-1.0,30,213.30156060647695,0.0479348657143762,0.9994773686561236,-0.6427,0.9636221244863
exp959,5,0,0,0,10,42,0,0,0,13,13,-1.5,30,75.81605799244655,0.0020430858626645,0.9943984166660556,-0.3377,8.9155296011628
exp960,0,0,0,0,1,52,0,0,0,17,17,-1.0,30,77.90618491380766,0.0002447052487319,0.9963403300981564,-0.4147,2.5042814322724
exp961,0,0,0,0,1,51,0,0,5,13,13,-1.5,30,161.07047589990617,0.0173965909653334,0.9971927401234304,-0.5517,1.7011419150834002
exp962,0,0,0,0,1,52,0,4,0,13,13,-1.5,180,132.79698739446428,0.0403236301788422,0.9930264813959532,-0.4197,2.298842112107
exp963,0,5,0,0,1,46,0,5,0,13,13,-1.4,180,129.53180615816962,0.0181435788429167,0.9931779258998876,-0.4507,1.7146563189121
exp964,0,0,5,0,1,42,0,0,5,17,17,-1.0,180,135.58355621913898,0.0430491000970796,0.9857586522141796,-0.4347,11.2906438678105
exp965,0,0,5,0,1,42,0,5,4,13,13,-1.5,30,124.80611575414424,7.696471681781861e-05,0.9976573411704484,-0.7577,0.1917305280413
exp966,0,4,0,0,1,52,0,0,0,13,13,-1.0,30,73.11147925768212,0.0001100222043563,0.998038899429124,-0.4087,1.9670925383531
exp967,0,0,0,0,1,52,0,0,0,17,17,-1.0,30,71.36000364641244,0.0001548760938325,0.9979736777873256,-0.3867,2.6817002452710996
exp968,0,0,0,0,1,51,0,5,0,13,13,-1.0,180,145.4417656567957,0.0172106668481639,0.992985603950892,-0.5177,1.1585667825582
exp969,5,0,5,0,5,42,0,0,0,13,13,-1.5,30,85.35809063345944,0.0013117108109791,0.997147503815786,-0.3897,3.1934786816855003
exp970,4,0,0,0,1,42,0,0,0,23,23,-1.5,142,102.666523670607,0.0005454616296535,0.9960356278970782,-0.5037,0.2169919457786
exp971,0,0,0,0,5,52,0,0,0,13,13,-1.0,30,75.1948223937424,0.0009463360020333,0.9978212989798796,-0.3617,1.9709319535972
exp972,0,0,0,0,1,46,0,0,0,23,23,-1.3,30,91.87395222478298,0.0013217353988058,0.9976226257149172,-0.4327,0.6007574383287999
exp973,5,0,0,2,1,42,2,0,5,13,13,-1.5,30,123.54912322055196,1.728113648014074e-05,0.9981158741001858,-0.8307,0.107476499102
exp974,5,0,0,5,1,46,0,0,0,13,13,-1.5,180,127.81440434954222,0.00056157232058,0.9942081100145777,-0.6607,0.6542705819476
exp975,4,0,0,0,1,52,0,0,0,13,13,-1.0,180,161.67063634406313,0.0004983099268218,0.9970673485633306,-0.8357,0.1164001127678
exp976,0,0,4,0,11,42,0,0,0,13,13,-1.0,30,70.40252928730153,0.0009316552907892,0.9963175312644926,-0.3407,4.3889059321888
exp977,0,0,0,5,1,42,0,5,4,13,13,-1.5,30,119.60254906986655,1.5159686762342878e-05,0.9967436725804334,-0.8257,0.125775222344
exp978,0,4,0,0,1,52,0,0,0,13,13,-1.5,114,82.2495130105812,0.0012018230654019,0.9965864818877374,-0.3837,1.981032033765
exp979,0,0,0,0,28,1,0,0,0,0,41,-1.0,85,122.33907516050172,4.8521491729215735e-05,0.9930230585227716,-0.7667,0.0957259043326312
exp980,0,0,0,20,28,4,18,0,0,0,0,-1.5,30,126.78198584344572,0.000120649662677,0.9963958299153816,-0.7367,0.2786477498722999
exp981,0,0,28,20,0,2,20,0,0,0,0,-1.2,122,127.76005332373356,0.0001050512117912,0.9987930055056564,-0.7357,0.8105858901292
exp982,9,0,0,0,28,0,0,20,0,13,13,-1.5,180,288.8138276732915,1.166907212083065,0.4546730426043651,-0.3887,17.852004977458
exp983,0,10,0,0,28,0,0,20,12,0,0,-1.5,180,397.89358598100296,2.6946730647567234,0.5519113750805908,-0.3767,33.2128692871567
exp984,0,0,0,0,28,20,0,20,0,0,2,-1.5,180,190.3902342922369,0.4833109585352435,0.4386493540608293,-0.3367,46.90314492456
exp985,20,0,0,0,15,15,20,0,0,0,0,-1.5,30,147.62435701368926,0.0023523154998326,0.9953790276618352,-0.6477,1.6072186486391
exp986,0,0,0,0,13,16,14,2,0,25,25,-1.5,180,122.15503227364051,0.0057390790731658,0.996230324296994,-0.4877,5.5479513655187995
exp987,0,0,21,0,9,10,7,0,0,0,23,-1.0,163,132.98600339834854,0.0012534483323371,0.992954847997764,-0.6167,1.6831613820698
exp988,0,0,0,0,27,0,0,19,0,0,24,-1.5,30,114.72279029916704,0.0014270853726029,0.9967011062271672,-0.5167,4.1697469416783
exp989,7,20,0,20,2,0,20,0,1,0,0,-1.2,180,141.0008327607364,0.0001721716592036,0.9977936509632788,-0.7757,0.2332430948269
exp990,0,0,0,20,9,20,6,0,0,15,15,-1.5,180,217.58009271828453,75.26831632475431,0.4031971970347266,-0.3287,161.0058831906508
exp991,0,0,4,0,10,20,0,0,0,0,36,-1.5,144,298.11399008155877,1.2777506477147045,0.4885080138540511,-0.3937,33.6942129385524
exp992,0,0,28,0,26,0,16,0,0,0,0,-1.5,180,352.17216567804144,2.63565987386547,0.2916702669142842,,121.6044391229838
exp993,0,0,19,0,16,0,0,0,0,35,35,-1.3,30,321.54621650066184,2.513491482901064,0.5157394759270075,-0.3167,39.9239640014217
exp994,0,0,11,20,19,0,0,0,0,20,20,-1.5,180,49.65441338430435,1026852.3206927268,0.1090137652070826,-0.1517,111.182219833149
exp995,0,0,28,0,16,0,0,0,0,26,26,-1.3,180,84.61962858008849,249.1039673480006,0.0589777246854879,-0.3127,180.6682371146672
exp996,0,0,0,0,11,15,20,0,0,0,24,-1.4,180,399.88088167576245,3.123328680096033,0.5563349816696364,-0.3797,52.0630107331031
exp997,20,0,0,20,28,2,0,0,0,0,0,-1.4,130,119.7359417531982,0.0001126343627165,0.9969149356779684,-0.7097,0.2014878854672
exp998,0,0,28,20,0,20,2,0,0,0,0,-1.5,180,82.20809623351988,14574.361184044648,0.169024610074662,-0.3507,194.6585961225583
exp999,0,0,0,0,0,20,0,20,0,0,30,-1.5,180,109.313926095519,0.0245753780256341,0.9922067374152528,-0.3707,8.4053218605157
exp1000,0,20,28,0,22,0,0,0,0,0,0,-1.5,180,288.92566604166205,2.4293992586402253,0.2168271170992005,-0.3917,6.1554035305918
exp1001,0,3,0,0,17,20,1,0,0,0,29,-1.3,180,200.30518504786875,1.821269559699078,0.1531531599786962,-0.3507,81.6555800005671
