Experiment,V,Cr,Mg,Fe,Co,Ni,Cu,S,Se,P,blank,Volt,Time,Overpotential V at 2.0 mA/cm2_Ar,Overpotential V at 10.0 mA/cm2_Ar,Overpotential V at 20.0 mA/cm2_Ar,Overpotential V at 30.0 mA/cm2_Ar,Overpotential V at 40.0 mA/cm2_Ar,Overpotential @ 50 mA_Ar,Tafel Slope (mV dec-1)_Ar,Exchange Current Density (mA cm-2)_Ar,Cdl mF cm-2_Ar
exp1021,20,14,0,0,28,0,3,0,4,0,1,-1.3,180,-0.3247,-0.3967,-0.4297,-0.4527,-0.4717,-0.4887,120.5136173,0.003016849,8.193176113
exp1022,0,0,0,0,27,0,0,10,0,33,33,-1.2,180,-0.4257,-0.5047,-0.5417,-0.5647,-0.5837,-0.5997,109.9697445,0.000146008,5.821587547
exp1023,0,0,0,20,19,11,0,20,0,0,0,-1.5,180,-0.0567,0.0003,-0.3647,-0.3887,-0.4087,-0.4257,1.316158654,1.06E+139,50.44353478
exp1024,0,0,0,20,10,11,3,14,0,0,12,-1.5,180,-0.0537,-0.1497,-0.2127,-0.3597,-0.3817,-0.3977,78.24918311,3413.363191,61.70059017
exp1025,0,0,11,0,23,16,0,20,0,0,0,-1.5,180,-0.2317,-0.3087,-0.3417,-0.3647,-0.3837,-0.4007,100.3619506,0.006548683,18.97539019
exp1026,11,0,21,0,27,0,0,10,0,0,1,-1.5,81,-0.3047,-0.3747,-0.4077,-0.4297,-0.4487,-0.4657,112.5536822,0.002833757,7.254997089
exp1027,0,20,0,0,24,9,0,16,0,0,1,-1.5,180,-0.1757,-0.2887,-0.3197,-0.3407,-0.3577,-0.3717,112.8700773,0.022186754,27.78993047
exp1028,0,0,0,0,14,18,20,17,0,0,1,-1.2,180,-0.2347,-0.3147,-0.3487,-0.3707,-0.3897,-0.4047,102.9530668,0.005622472,19.34331876
exp1029,0,0,6,20,17,10,0,17,0,0,0,-1.5,180,-0.0287,-0.1277,-0.2037,0.0133,-0.3287,-0.3427,114.4761939,183.9838537,105.9404563
exp1030,0,9,21,0,0,20,20,0,0,0,0,-1.5,151,-0.3597,-0.4387,-0.4777,-0.5067,-0.5287,-0.5467,123.7026549,0.002607517,3.02370365
exp1031,0,0,28,20,2,20,0,0,0,0,0,-1.5,180,-0.0437,-0.0137,-0.1317,-0.1987,-0.3477,-0.4067,118.6332242,1850.345121,120.1795215
exp1032,0,0,28,0,15,0,0,0,0,23,27,-1,180,-0.3047,-0.3447,-0.3617,-0.3737,-0.3847,-0.3947,71.69456159,0.00015599,20.55896594
exp1033,0,0,23,0,27,20,0,0,0,0,0,-1.5,180,-0.0107,-0.3617,-0.3977,-0.4097,-0.4157,-0.4207,307.8673896,2.582729455,81.64651391
exp1034,0,0,0,0,9,20,0,3,0,0,38,-1.5,136,-0.1957,-0.2677,-0.2957,-0.3147,-0.3297,-0.3427,83.28757475,0.004512342,20.90628909
exp1035,0,0,0,20,23,0,0,0,0,0,27,-1.2,180,-0.0657,-0.3917,-0.4107,-0.4247,-0.4377,-0.4487,520.6550982,3.043585698,34.582176
exp1036,0,0,28,0,6,0,0,0,0,0,36,-1.5,69,-0.4877,-0.5617,-0.6007,-0.6257,-0.6437,-0.6577,110.0592042,8.26E-05,0.503007127
exp1037,0,10,0,0,22,20,18,0,0,0,0,-1.5,156,-0.3267,-0.3907,-0.4107,-0.4257,-0.4397,-0.4547,105.21139,0.002585678,14.77831088
exp1038,20,0,1,0,19,13,0,0,0,0,17,-1.5,88,-0.6897,-0.7457,-0.7747,-0.7947,-0.8117,-0.8267,121.9642563,1.62E-05,0.101051024
exp1039,0,5,11,15,14,0,0,0,0,25,25,-1.5,180,-0.0457,-0.0347,-0.0707,-0.0907,-0.0147,-0.1367,26.21905554,1.00789E+11,162.8775973
exp1040,0,0,6,20,24,0,0,5,0,15,15,-1.5,30,-0.2807,-0.3597,-0.3937,-0.4177,-0.4367,-0.4557,303.313313,0.745142649,12.2056842
exp1041,0,0,16,15,24,0,0,0,0,15,15,-1,180,-0.3387,-0.3817,-0.4037,-0.4197,-0.4327,-0.4437,81.95451496,0.00019011,2.050978272
exp1042,0,0,16,15,14,5,5,0,0,15,15,-1,180,-0.3177,-0.3657,-0.3917,-0.4117,-0.4287,-0.4447,94.88246585,0.001226199,6.489842729
exp1043,0,0,6,15,24,0,0,5,0,20,20,-1.5,50,-0.2627,-0.3397,-0.3737,-0.3967,-0.4157,-0.4327,108.4612857,0.005610152,17.0786462
exp1044,0,0,11,25,14,5,0,0,0,15,15,-1,53,-0.4297,-0.4897,-0.5207,-0.5407,-0.5557,-0.5697,104.3966539,0.000180908,0.485947662
exp1045,0,0,16,15,14,0,0,0,0,25,25,-1,180,-0.2927,-0.3317,-0.3507,-0.3637,-0.3747,-0.3847,78.56338687,0.000691685,6.354580956
exp1046,0,0,16,15,19,5,0,0,0,15,15,-1.5,30,-0.3797,-0.4047,-0.4527,-0.4917,-0.5237,-0.5547,148.7143889,0.014327628,5.588220587
exp1047,0,0,16,15,24,0,0,0,0,15,15,-1,180,-0.2787,-0.3067,-0.3227,-0.3347,-0.3437,-0.3517,70.88519786,0.00074087,14.82459776
exp1048,0,0,16,15,14,0,0,0,0,25,25,-1,30,-0.4017,-0.4587,-0.4877,-0.5077,-0.5237,-0.5367,103.108804,0.000338754,0.211681773
exp1049,0,0,6,25,24,0,0,0,0,15,15,-1,180,-0.2857,-0.3227,-0.3417,-0.3557,-0.3657,-0.3757,77.73212929,0.000763825,8.414166135
exp1050,0,0,12,15,14,0,5,0,5,15,19,-1.5,30,-0.5077,-0.5747,-0.6127,-0.6417,-0.6637,-0.6827,118.5628929,0.000119122,2.124703223
exp1051,0,0,6,25,24,0,0,0,0,15,15,-1,30,-0.4347,-0.4997,-0.5347,-0.5577,-0.5777,-0.5947,119.1351941,0.000478527,0.295998829
exp1052,5,0,6,15,14,5,0,5,5,15,15,-1.5,180,-0.2127,-0.4487,-0.4967,-0.5357,-0.5747,-0.6077,579.3237731,1.873242685,15.57112459
exp1053,5,0,6,25,19,0,0,0,0,15,15,-1,30,-0.6587,-0.7167,-0.7447,-0.7627,-0.7767,-0.7897,114.2611684,1.60E-05,0.099355324
exp1054,0,0,6,25,14,0,0,0,0,25,25,-1.5,30,0.0023,-0.3407,-0.4297,-0.4357,-0.4407,-0.4437,19.91170029,1658853489,80.85426473
exp1055,5,0,6,25,14,5,0,0,0,15,15,-1.5,180,-0.0347,-0.0517,-0.0827,-0.1207,-0.1597,-0.2027,50.03618348,1546180.713,160.6521828
exp1056,0,5,6,15,24,0,0,1,0,19,19,-1,30,-0.4597,-0.5077,-0.5307,-0.5477,-0.5607,-0.5727,88.03729333,1.89E-05,2.522172986
exp1057,0,0,6,25,24,0,0,0,0,15,15,-1,30,-0.4097,-0.4697,-0.5007,-0.5217,-0.5377,-0.5527,105.7289417,0.000341088,0.189956817
exp1058,0,0,16,15,14,5,0,5,0,15,15,-1,180,-0.6007,-0.6647,-0.6967,-0.7187,-0.7367,-0.7527,118.6886717,5.96E-05,0.117873113
exp1059,0,0,6,15,24,0,1,5,0,19,19,-1.5,30,-0.3297,-0.4057,-0.4377,-0.4577,-0.4747,-0.4897,107.0025596,0.001028682,8.415928623
exp1060,0,0,6,25,14,0,0,5,0,20,20,-1.5,180,-0.0457,-0.1887,-0.4007,-0.4237,-0.4447,-0.4647,76.06163456,4990.261934,25.50576628
exp1061,0,0,6,15,24,3,0,0,0,22,22,-1.5,180,-0.3837,-0.4167,-0.4467,-0.4717,-0.4937,-0.5137,106.4022768,0.001004078,4.969040741
exp1062,0,0,6,25,14,5,0,0,0,20,20,-1,133,-0.3107,-0.3507,-0.3717,-0.3857,-0.3967,-0.4067,77.11889069,0.00028446,2.433965533
exp1063,0,0,7,25,14,0,0,0,0,24,24,-1.5,180,-0.4137,-0.4467,-0.4727,-0.4917,-0.5077,-0.5227,84.86491933,4.76E-05,4.545110767
exp1064,0,0,6,25,14,5,0,5,0,15,15,-1,30,-0.6777,-0.7457,-0.7817,-0.8057,-0.8237,-0.8407,140.589416,0.000117367,0.094054845
exp1065,0,0,6,25,24,0,0,0,0,15,15,-1.5,30,-0.1137,-0.4217,-0.4317,-0.4447,-0.4647,-0.4897,102.0941585,0.001489285,22.73355426
exp1066,0,0,16,25,14,0,0,0,0,15,15,-1.5,180,-0.0657,-0.0857,-0.1127,-0.0187,-0.1677,-0.1937,55.42104624,691134.375,90.6490937
exp1067,5,0,16,15,19,0,0,0,0,15,15,-1,30,-0.5347,-0.6187,-0.6597,-0.6857,-0.7057,-0.7217,128.4207668,0.000202724,0.088768292
exp1068,0,0,6,20,24,5,0,0,0,15,15,-1,30,-0.3907,-0.4457,-0.4757,-0.4967,-0.5147,-0.5297,102.2772893,0.000369048,0.396382267
exp1069,0,0,16,18,14,5,0,0,0,17,17,-1.5,30,-0.0547,-0.3637,-0.3747,-0.3807,-0.3877,-0.3957,439.8165775,2.981068293,43.72006078
exp1070,0,0,16,15,24,0,0,0,0,15,15,-1,30,-0.4087,-0.4647,-0.4937,-0.5137,-0.5307,-0.5447,102.1977448,0.000286685,0.168735379
exp1071,0,5,6,15,14,0,5,0,0,15,25,-1.5,45,-0.0067,-0.1017,-0.3267,-0.3597,-0.3747,-0.3827,291.7894793,49.33707577,106.9426976
exp1072,0,0,6,25,15,5,3,0,0,15,16,-1,30,-0.4647,-0.5027,-0.5227,-0.5377,-0.5497,-0.5607,87.73078727,2.62E-05,2.499176807
exp1073,0,5,11,25,14,0,0,0,0,15,15,-1.1,30,-0.4667,-0.5307,-0.5667,-0.5907,-0.6097,-0.6257,116.5671517,0.000246166,0.107906899
exp1074,0,0,16,15,14,0,5,5,0,15,15,-1.5,180,-0.3127,-0.3917,-0.4267,-0.4507,-0.4707,-0.4887,114.3617316,0.002133727,11.99872871
exp1075,0,0,11,15,14,0,0,0,5,25,25,-1,30,-0.6837,-0.7367,-0.7597,-0.7747,-0.7857,-0.7947,112.9629746,1.79E-05,0.097101452
exp1076,0,0,6,25,14,0,5,5,0,15,15,-1,30,-0.6647,-0.7157,-0.7397,-0.7547,-0.7667,-0.7777,93.60977559,6.61E-07,0.104891244
exp1077,0,0,6,25,14,0,0,0,0,25,25,-1.2,30,-0.1947,-0.3737,-0.3957,-0.4107,-0.4217,-0.4317,77.54223882,0.000141116,20.57034177
exp1078,5,0,16,15,14,0,0,0,0,20,20,-1.5,30,-0.1007,-0.3917,-0.4047,-0.4147,-0.4247,-0.4377,499.0860712,2.699461746,30.66642512
exp1079,0,0,6,23,21,0,0,0,5,15,15,-1,30,-0.6427,-0.6967,-0.7227,-0.7387,-0.7517,-0.7617,104.8505223,1.01E-05,0.115850849
exp1080,0,0,16,15,15,0,0,0,0,24,24,-1.5,30,-0.0827,-0.4127,-0.4197,-0.4247,-0.4307,-0.4387,387.8869469,1.672748132,31.46324713
exp1081,0,0,16,15,22,0,0,0,0,17,17,-1.5,30,-0.4257,-0.5027,-0.5687,-0.6277,-0.6627,-0.6947,192.5019036,0.020213512,2.721405752
exp1082,0,0,6,25,24,0,0,0,0,15,15,-1,30,-0.4057,-0.4607,-0.4897,-0.5087,-0.5247,-0.5387,98.39531022,0.000160696,0.369399242
exp1083,0,5,11,25,14,0,0,0,0,15,15,-1,180,-0.4247,-0.4877,-0.5217,-0.5467,-0.5667,-0.5827,115.4644735,0.000437127,0.277625758
exp1084,0,0,6,25,24,0,0,0,0,15,15,-1,180,-0.2677,-0.2987,-0.3137,-0.3247,-0.3337,-0.3417,70.21980255,0.000823466,22.74434811
exp1085,0,5,6,15,24,0,5,0,0,15,15,-1.5,180,-0.0417,-0.0547,-0.0697,-0.0877,-0.1107,-0.1357,29.92426587,1551816872,165.8653374
exp1086,0,0,10,15,14,0,0,5,0,15,26,-1.5,180,-0.0627,-0.1757,-0.3687,-0.3927,-0.4127,-0.4307,26.53548406,90896713.84,45.46252573
exp1087,0,0,6,15,14,0,0,5,0,25,30,-1,30,-0.6817,-0.7407,-0.7717,-0.7917,-0.8087,-0.8227,125.3908018,3.01E-05,0.101148874
exp1088,0,0,6,15,24,5,0,0,5,15,15,-1.5,34,-0.4837,-0.5647,-0.6027,-0.6267,-0.6467,-0.6627,109.567203,6.02E-05,4.406300144
exp1089,0,0,6,25,24,0,0,0,0,15,15,-1,180,-0.2897,-0.3187,-0.3357,-0.3477,-0.3577,-0.3667,69.99286766,0.000411399,7.469693296
exp1090,5,0,6,15,24,0,0,0,0,20,20,-1.5,30,-0.0207,-0.1057,-0.3487,-0.3787,-0.3877,-0.3947,250.6931402,55.07290133,92.95384785
exp1091,0,0,6,15,24,0,0,0,0,25,25,-1.5,30,-0.0717,-0.3987,-0.4067,,-0.4157,-0.4197,493.8302296,2.98622279,40.41118804
exp1092,0,0,6,15,24,0,0,0,0,25,25,-1.5,30,-0.0687,-0.3987,-0.4047,-0.4097,-0.4137,-0.4177,490.4958689,3.065567624,43.31263749
exp1093,0,0,6,25,24,0,0,0,0,15,15,-1,180,-0.2697,-0.2977,-0.3117,-0.3217,-0.3307,-0.3387,70.14361834,0.000963698,23.48193319
exp1094,0,0,6,25,14,0,4,0,0,21,21,-1,30,-0.5157,-0.5657,-0.5897,-0.6067,-0.6197,-0.6317,96.73635001,1.85E-05,1.687133787
exp1095,0,0,11,15,24,0,0,0,5,15,15,-1.5,180,-0.1657,-0.3657,-0.4147,-0.4487,-0.4767,-0.5027,447.1017699,1.813206899,18.79478098
exp1096,0,0,16,15,24,0,0,0,0,15,15,-1,30,-0.4017,-0.4647,-0.4967,-0.5187,-0.5357,-0.5497,106.1105079,0.000335961,0.42020596
exp1097,0,0,16,15,14,5,0,0,5,15,15,-1.5,30,-0.4907,-0.5677,-0.6027,-0.6267,-0.6457,-0.6617,105.034985,3.19E-05,3.823106684
exp1098,0,0,6,15,24,0,0,5,0,20,20,-1.5,30,-0.3817,-0.4587,-0.4927,-0.5157,-0.5347,-0.5537,109.5088352,0.00032031,3.719524226
exp1099,8,0,20,0,0,4,25,0,0,5,13,-1,30,-0.5897,-0.6777,-0.7197,-0.7457,-0.7667,-0.7837,153.4121205,0.000376058,0.136475901
exp1100,0,0,0,0,20,0,25,20,0,5,5,-1.5,180,-0.1877,-0.3007,-0.3347,-0.3557,-0.3727,-0.3877,93.73449063,0.003589309,30.27415628
exp1101,17,16,0,0,7,0,25,0,0,5,5,-1.5,30,-0.5257,-0.5937,-0.6287,-0.6527,-0.6717,-0.6887,126.4094351,0.000247255,0.513225149
exp1102,0,20,0,0,0,12,25,0,0,13,13,-1,180,-0.5437,-0.6077,-0.6397,-0.6607,-0.6787,-0.6937,123.0528885,0.000178384,0.769499789
exp1103,0,0,0,0,20,7,25,13,0,5,5,-1.5,180,-0.0337,-0.2457,-0.2777,-0.2987,-0.3147,-0.3277,81.09762495,0.005192323,41.66469821
exp1104,0,0,0,0,6,20,39,0,0,5,5,-1.4,30,-0.3137,-0.4057,-0.4557,-0.4857,-0.5067,-0.5237,131.7157812,0.005912969,2.480808799
exp1105,0,0,0,0,17,20,25,0,0,5,8,-1.5,180,-0.2007,-0.2877,-0.3127,-0.3287,-0.3407,-0.3507,77.53122284,0.001980123,20.04626742
exp1106,0,0,0,0,1,20,25,19,0,5,5,-1.5,109,-0.1647,-0.2397,-0.2747,-0.2967,-0.3137,-0.3287,100.3992037,0.028279968,14.9242249
exp1107,0,0,0,0,0,19,25,0,0,5,26,-1.4,74,-0.3087,-0.4077,-0.4657,-0.5017,-0.5257,-0.5447,149.9751563,0.012081622,2.873560145
exp1108,0,0,0,0,15,16,25,7,0,5,7,-1.5,180,0.0013,-0.2077,-0.2397,-0.2587,-0.2717,-0.2827,316.7570881,2.801179065,56.06623227
exp1109,0,0,0,0,20,17,25,3,0,5,5,-1.5,180,-0.0837,-0.2457,-0.2797,-0.2997,-0.3147,-0.3277,80.47203102,0.004204613,39.58911463
exp1110,0,10,0,0,10,0,25,0,0,5,25,-1.2,114,-0.5737,-0.6517,-0.6817,-0.6997,-0.7137,-0.7257,111.0268546,2.94E-05,0.752511571
exp1111,0,0,0,20,12,0,25,0,0,5,13,-1.5,30,-0.4137,-0.4767,-0.5047,-0.5217,-0.5367,-0.5487,104.822022,0.0003485,1.648920576
exp1112,0,8,0,0,6,0,25,0,0,31,31,-1,150,-0.6057,-0.6827,-0.7247,-0.7537,-0.7747,-0.7917,141.5758189,0.000208982,0.447430132
exp1113,0,0,0,20,16,4,25,0,0,5,5,-1.5,180,-0.0117,-0.2707,-0.3607,-0.3797,-0.3887,-0.3937,217.3495594,61.32468406,124.4584964
exp1114,20,0,0,0,0,8,37,0,0,5,5,-1,130,-0.6617,-0.7797,-0.8267,-0.8527,-0.8697,-0.8827,158.3586095,0.000195379,0.40954486
exp1115,0,16,0,0,4,0,25,20,0,5,5,-1.5,180,-0.3707,-0.4867,-0.5347,-0.5637,-0.5827,-0.5977,129.7764827,0.001542448,6.145238678
exp1116,0,16,0,0,0,0,29,0,20,5,5,-1,30,-0.6647,-0.7417,-0.7747,-0.7947,-0.8117,-0.8247,128.1226193,3.07E-05,1.0023691
exp1117,0,0,0,0,3,18,25,19,0,5,5,-1.5,180,-0.1487,-0.2467,-0.2797,-0.3007,-0.3167,-0.3307,85.40876439,0.008086771,30.85021913
exp1118,0,0,12,0,0,20,25,0,0,13,13,-1.3,30,-0.3147,-0.4017,-0.4607,-0.5037,-0.5357,-0.5597,147.450793,0.006927462,2.482854049
exp1119,0,0,0,0,0,0,65,0,0,5,5,-1,114,-0.5637,-0.6507,-0.6927,-0.7197,-0.7397,-0.7557,131.3597983,0.000111058,1.019731139
exp1120,20,0,0,0,20,0,25,0,0,5,5,-1.4,30,-0.6307,-0.6807,-0.7037,-0.7187,-0.7307,-0.7407,101.055678,7.90E-06,0.1884309
exp1121,0,0,0,0,0,20,25,0,0,5,25,-1.4,163,-0.3497,-0.4137,-0.4497,-0.4737,-0.4927,-0.5087,104.2743068,0.000810149,2.378165775
exp1122,0,0,20,0,20,0,25,0,0,5,5,-1,127,-0.4707,-0.5477,-0.5907,-0.6197,-0.6417,-0.6597,147.336981,0.003021923,0.872637614
exp1123,0,0,0,0,0,20,43,2,0,5,5,-1.5,63,-0.3977,-0.4767,-0.5147,-0.5407,-0.5617,-0.5817,131.2040117,0.001654821,2.049995073
exp1124,0,0,3,0,17,0,25,20,0,5,5,-1.5,180,-0.2187,-0.3287,-0.3647,-0.3877,-0.4057,-0.4217,98.29024541,0.002596012,28.99809935
exp1125,0,0,0,0,18,5,25,6,0,5,16,-1.5,180,-0.0327,-0.2967,-0.3307,-0.3497,-0.3657,-0.3787,161.8053672,0.124869754,41.17384991
exp1126,0,7,0,20,11,2,25,0,0,5,5,-1.5,70,-0.4527,-0.5237,-0.5507,-0.5667,-0.5807,-0.5917,105.8608654,0.000193796,3.514171082
exp1127,0,0,19,0,0,20,26,0,0,5,5,-1.3,180,-0.3197,-0.3897,-0.4227,-0.4437,-0.4597,-0.4737,105.3083394,0.001737698,7.54781303
exp1128,0,20,4,0,9,3,25,0,0,9,9,-1,180,-0.4557,-0.5467,-0.5927,-0.6247,-0.6497,-0.6707,160.6408433,0.004939273,1.775077829
exp1129,0,0,20,0,4,0,30,0,0,5,16,-1,30,-0.5567,-0.6577,-0.7137,-0.7487,-0.7747,-0.7967,186.1425291,0.003768174,0.419800889
exp1130,0,0,7,0,0,20,25,0,0,18,18,-1.2,98,-0.3207,-0.3807,-0.4077,-0.4257,-0.4407,-0.4517,96.67902072,0.001171233,3.755095014
exp1131,14,0,0,0,0,0,31,0,20,5,5,-1,30,-0.7037,-0.7827,-0.8197,-0.8427,-0.8607,-0.8757,139.5051555,6.40E-05,0.174319822
exp1132,0,0,0,0,7,0,27,0,0,35,36,-1.5,30,-0.5687,-0.6647,-0.7117,-0.7407,-0.7627,-0.7817,155.5712968,0.000812188,0.32530699
exp1133,0,0,1,0,20,19,25,0,0,5,5,-1.5,172,-0.1117,-0.2907,-0.3047,-0.3137,-0.3207,-0.3267,346.8401793,3.043697296,41.53564887
exp1134,0,0,0,0,0,3,25,0,0,42,42,-1,180,-0.4117,-0.4717,-0.5027,-0.5247,-0.5427,-0.5587,109.3476265,0.000310999,0.949680061
exp1135,0,0,0,20,1,19,25,0,0,5,5,-1.5,180,-0.0117,-0.3287,-0.3447,-0.3527,-0.3577,-0.3617,149.2212504,1.026323868,91.8663368
exp1136,0,0,0,0,0,20,25,0,0,25,25,-1.3,30,-0.3317,-0.3707,-0.3927,-0.4087,-0.4217,-0.4327,77.00713596,0.000116004,2.832344257
exp1137,0,0,17,0,3,20,25,0,0,5,5,-1.1,180,-0.3327,-0.3747,-0.3987,-0.4157,-0.4297,-0.4417,83.17510334,0.000249002,2.873451273
exp1138,0,20,0,0,11,0,34,0,0,5,5,-1.4,48,-0.3897,-0.4477,-0.4777,-0.4987,-0.5147,-0.5297,107.1744986,0.000417437,0.727608239
exp1139,0,0,5,19,0,16,25,0,0,5,5,-1.4,180,-0.0537,-0.3597,-0.3727,-0.3807,-0.3867,-0.3927,398.0945473,2.214752454,42.08872187
exp1140,0,0,0,0,6,20,25,0,0,5,19,-1.4,180,-0.2937,-0.3187,-0.3287,-0.3367,-0.3447,-0.3537,65.26401509,0.000237431,7.773121335
exp1141,0,0,20,0,0,20,25,0,0,5,5,-1.5,132,-0.3407,-0.3797,-0.4067,-0.4267,-0.4437,-0.4587,88.52279781,0.000286647,1.499929313
exp1142,0,12,0,0,9,0,37,7,0,5,5,-1.5,30,-0.4057,-0.5117,-0.5577,-0.5837,-0.6007,-0.6137,125.8054979,0.000713438,3.42836588
exp1143,0,0,15,0,0,13,25,12,0,5,5,-1.5,110,-0.3627,-0.4957,-0.5717,-0.6077,-0.6307,-0.6487,181.1800047,0.013716558,0.776567676
exp1144,0,0,20,0,4,15,25,0,0,6,6,-1.5,180,-0.3237,-0.3927,-0.4247,-0.4457,-0.4617,-0.4747,102.9546275,0.001274423,5.284986873
exp1145,0,0,0,0,20,14,25,0,0,5,11,-1.5,180,-0.2607,-0.3277,-0.3477,-0.3607,-0.3707,-0.3787,72.70115625,0.000342826,21.67208403
exp1146,0,0,6,0,20,1,25,0,0,5,18,-1.3,180,-0.3317,-0.3997,-0.4307,-0.4497,-0.4647,-0.4777,108.7030507,0.002086752,4.982629294
exp1147,0,0,0,0,3,20,25,17,0,5,5,-1.5,180,-0.1367,-0.2467,-0.2797,-0.2997,-0.3157,-0.3297,81.8003418,0.005921991,32.18407079
exp1148,0,0,8,0,0,6,51,0,0,5,5,-1.5,30,-0.4317,-0.5277,-0.5677,-0.5917,-0.6087,-0.6237,127.1291427,0.000727734,1.395987449
exp1149,0,2,0,0,0,11,35,17,0,5,5,-1.5,30,-0.3027,-0.3957,-0.4437,-0.4837,-0.5187,-0.5467,145.4428494,0.006599322,5.408813763
exp1150,0,0,13,0,18,0,32,0,0,7,7,-1,85,-0.5217,-0.5837,-0.6157,-0.6377,-0.6557,-0.6707,117.0342571,0.000171119,0.714253138
exp1151,0,0,0,0,14,0,25,20,0,11,11,-1.5,172,-0.2987,-0.3827,-0.4137,-0.4347,-0.4507,-0.4657,99.6147186,0.000935693,14.26506194
exp1152,0,0,20,0,0,0,30,0,14,5,6,-1,30,-0.7337,-0.7937,-0.8227,-0.8427,-0.8587,-0.8727,130.2633088,2.04E-05,0.105729044
exp1153,0,0,0,20,13,0,25,7,0,5,5,-1.5,180,-0.0637,-0.0277,-0.1807,-0.0027,-0.2447,-0.2897,19.57924925,6.36E-11,82.4954917
exp1154,0,0,20,0,0,20,25,0,0,5,5,-1.3,180,-0.3507,-0.4117,-0.4487,-0.4747,-0.4947,-0.5137,109.1004463,0.0013258,1.063992577
exp1155,0,0,0,20,0,20,25,0,0,5,5,-1.5,168,-0.0177,0.0073,-0.3687,-0.3987,-0.4097,-0.4207,55.46578627,15866.18169,58.35827437
exp1156,0,0,2,0,9,20,25,0,0,5,14,-1.4,89,-0.3217,-0.3887,-0.4467,-0.4897,-0.5277,-0.5577,167.9310331,0.036937994,1.432771073
exp1157,0,0,0,0,5,14,25,20,0,5,6,-1.5,172,-0.1287,-0.2377,-0.2677,-0.2867,-0.3017,-0.3147,77.12269082,0.00501596,34.77311636
exp1158,0,20,0,0,0,20,25,0,0,5,5,-1.5,88,-0.3257,-0.3887,-0.4257,-0.4507,-0.4707,-0.4877,103.8354386,0.001293645,1.796063781
exp1159,0,13,0,0,0,0,30,0,0,27,27,-1,44,-0.7117,-0.7777,-0.8067,-0.8257,-0.8407,-0.8527,128.1225622,1.57E-05,0.113982135
exp1160,0,0,0,9,11,20,25,0,0,5,5,-1.5,180,-0.0047,-0.1017,-0.3017,-0.3137,-0.3217,-0.3287,108.6560493,143.9564226,143.8208682
exp1161,0,0,0,0,12,20,25,8,0,5,5,-1.4,176,-0.2087,-0.2927,-0.3247,-0.3447,-0.3617,-0.3767,98.09040198,0.006974917,21.72964844
exp1162,3,0,0,0,20,13,25,0,0,5,9,-1.4,180,-0.0107,-0.2967,-0.3187,-0.3307,-0.3397,-0.3477,338.7297503,2.83011999,47.71542703
exp1163,0,20,0,0,15,0,25,0,0,5,10,-1.4,180,-0.3137,-0.3567,-0.3747,-0.3867,-0.3967,-0.4067,74.87719571,0.000184877,10.07597166
exp1164,0,20,0,0,20,0,25,0,0,5,5,-1.5,180,-0.0007,-0.2887,-0.3087,-0.3197,-0.3287,-0.3357,218.5929646,2.428162712,133.0079499
exp1165,5,17,0,0,0,18,25,0,0,5,5,-1.5,30,-0.6487,-0.7347,-0.7717,-0.7947,-0.8117,-0.8297,150.4172587,0.000216405,0.217815227
exp1166,0,0,0,0,12,8,25,3,0,5,22,-1.2,118,-0.4147,-0.4967,-0.5297,-0.5507,-0.5687,-0.5867,110.2083019,0.000209785,2.513021265
exp1167,0,3,20,0,16,1,25,0,0,5,5,-1.3,180,-0.3917,-0.4547,-0.4857,-0.5067,-0.5227,-0.5367,110.8905603,0.000753779,2.619955715
exp1168,0,0,4,0,20,0,25,16,0,5,5,-1.3,30,-0.3697,-0.4747,-0.5367,-0.5717,-0.5947,-0.6117,147.4561762,0.003980978,3.214418308
exp1169,0,0,20,0,0,7,38,0,0,5,5,-1,30,-0.5117,-0.5877,-0.6157,-0.6357,-0.6507,-0.6637,107.3355738,3.95E-05,1.368810298
exp1170,0,0,0,0,16,0,25,0,0,5,29,-1,124,-0.5217,-0.5747,-0.5987,-0.6157,-0.6277,-0.6387,98.45139101,2.97E-05,0.649587187
exp1171,0,0,0,0,0,19,25,0,0,26,26,-1.4,176,-0.3577,-0.4307,-0.4707,-0.4977,-0.5197,-0.5377,123.8961333,0.002877158,2.849091292
exp1172,0,0,0,0,20,0,40,5,0,5,5,-1.5,80,-0.3157,-0.4117,-0.4507,-0.4727,-0.4887,-0.5017,99.17933197,0.000403154,14.00701489
exp1173,0,0,18,0,5,17,25,0,0,5,5,-1.5,30,-0.3727,-0.4387,-0.4727,-0.4957,-0.5137,-0.5297,116.2486631,0.001353219,1.463744316
exp1174,0,0,0,0,0,0,25,0,0,5,45,-1,166,-0.7077,-0.8067,-0.8537,-0.8867,-0.9077,-0.9227,175.3989956,0.000426053,0.488303172
exp1175,0,0,0,20,0,20,25,0,0,5,5,-1.5,180,-0.0107,-0.3177,-0.3447,-0.3537,-0.3597,-0.3637,2.299570788,4.12E+59,113.1200642
exp1176,6,20,0,0,14,0,25,0,0,5,5,-1.1,94,-0.6207,-0.6707,-0.6937,-0.7097,-0.7217,-0.7327,110.1173511,3.73E-05,0.242154329
exp1177,0,0,0,20,11,9,25,0,0,5,5,-1.5,147,0.0033,-0.3467,-0.3747,-0.3827,-0.3877,-0.3927,71.61472468,1044.904581,107.2145302
